Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
40,No,Travel_Rarely,107,Sales,10,3,2,Female,Sales Executive,2,Divorced,6852,7,No,12,3,4,5,1,1
25,No,Travel_Rarely,1356,Sales,10,4,3,Male,Sales Executive,4,Single,4950,0,No,14,3,3,4,3,1
30,No,Travel_Rarely,1465,Research & Development,1,3,4,Male,Research Scientist,2,Married,3579,0,Yes,21,4,3,11,9,5
42,No,Travel_Frequently,458,Research & Development,26,5,1,Female,Research Director,1,Married,13191,3,Yes,17,3,3,1,0,0
35,No,Non-Travel,1212,Sales,8,2,3,Female,Sales Executive,4,Married,10377,4,Yes,11,3,2,13,2,4
27,No,Travel_Rarely,1103,Research & Development,14,3,1,Male,Research Scientist,1,Married,2235,1,Yes,14,3,2,9,7,6
54,No,Travel_Frequently,966,Research & Development,1,4,4,Female,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,5,4,1
44,No,Travel_Rarely,1117,Research & Development,2,1,1,Female,Research Scientist,4,Married,2011,1,No,13,3,3,10,5,7
19,Yes,Non-Travel,504,Research & Development,10,3,1,Female,Research Scientist,2,Single,1859,1,Yes,25,4,4,1,1,0
29,No,Travel_Rarely,1010,Research & Development,1,3,1,Female,Research Scientist,4,Divorced,3760,1,No,15,3,3,3,2,1
54,No,Travel_Rarely,685,Research & Development,3,3,4,Male,Research Director,4,Married,17779,3,No,14,3,3,10,9,0
31,No,Travel_Rarely,1332,Research & Development,11,2,3,Male,Healthcare Representative,1,Married,6833,1,Yes,12,3,2,6,5,0
31,No,Travel_Rarely,1062,Research & Development,24,3,3,Female,Healthcare Representative,1,Single,6812,1,No,19,3,3,10,9,1
59,No,Travel_Rarely,326,Sales,3,3,3,Female,Sales Executive,4,Single,5171,5,No,17,3,3,6,1,0
43,No,Travel_Rarely,920,Research & Development,3,3,3,Male,Research Director,4,Married,19740,3,No,14,3,3,8,7,0
49,No,Travel_Rarely,1098,Research & Development,4,2,1,Male,Manager,3,Married,18711,2,No,13,3,4,1,0,0
36,No,Travel_Frequently,469,Research & Development,3,3,3,Male,Research Scientist,2,Married,3692,1,No,12,3,2,11,10,0
48,No,Travel_Rarely,969,Research & Development,2,2,4,Male,Laboratory Technician,2,Single,2559,5,No,11,3,2,1,0,0
27,No,Travel_Rarely,1167,Research & Development,4,2,1,Male,Research Scientist,3,Divorced,2517,1,No,11,3,3,5,3,0
29,No,Travel_Rarely,1329,Research & Development,7,3,3,Male,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,3,6,0,1
48,No,Travel_Rarely,715,Research & Development,1,3,4,Male,Research Director,4,Single,18265,6,No,12,3,4,1,0,0
29,No,Travel_Rarely,694,Research & Development,1,3,4,Female,Research Director,4,Divorced,16124,3,No,14,3,2,7,7,1
34,No,Travel_Rarely,1320,Research & Development,20,3,3,Female,Research Scientist,3,Married,2585,0,No,17,3,2,1,0,0
44,No,Travel_Rarely,1099,Sales,5,3,2,Male,Manager,2,Married,18213,7,No,11,3,3,22,9,3
33,No,Travel_Rarely,536,Sales,10,5,4,Male,Sales Executive,3,Divorced,8380,0,Yes,14,3,3,9,8,0
19,No,Travel_Rarely,265,Research & Development,25,3,2,Female,Research Scientist,4,Single,2994,1,Yes,12,3,3,1,0,0
23,No,Travel_Rarely,373,Research & Development,1,2,4,Male,Research Scientist,3,Married,1223,1,No,22,4,3,1,0,0
25,Yes,Travel_Frequently,599,Sales,24,1,3,Male,Sales Representative,4,Single,1118,1,Yes,14,3,3,1,0,1
26,No,Travel_Rarely,583,Research & Development,4,2,3,Male,Research Scientist,4,Single,2875,1,Yes,20,4,2,8,5,2
45,Yes,Travel_Rarely,1449,Sales,2,3,1,Female,Manager,2,Single,18824,2,Yes,16,3,3,24,10,1
55,No,Non-Travel,177,Research & Development,8,1,4,Male,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,3,33,9,15
21,Yes,Travel_Frequently,251,Research & Development,10,2,1,Female,Laboratory Technician,3,Single,2625,1,No,20,4,1,2,2,2
46,No,Travel_Rarely,168,Sales,4,2,4,Female,Manager,2,Married,18789,2,No,14,3,3,11,4,0
34,No,Travel_Rarely,131,Sales,2,3,3,Female,Sales Executive,1,Single,4538,0,Yes,12,3,3,3,2,0
51,No,Travel_Frequently,237,Sales,9,3,4,Male,Manager,2,Divorced,19847,4,Yes,24,4,2,29,10,11
59,No,Travel_Rarely,1429,Research & Development,18,4,4,Male,Manufacturing Director,4,Single,10512,6,No,12,3,2,9,7,5
34,No,Travel_Frequently,135,Research & Development,19,3,3,Female,Laboratory Technician,2,Divorced,4444,4,No,13,3,4,11,8,5
28,No,Travel_Frequently,791,Research & Development,1,4,4,Male,Laboratory Technician,3,Single,2154,0,Yes,11,3,2,4,2,0
44,No,Travel_Rarely,1199,Research & Development,4,2,3,Male,Manager,1,Divorced,19190,1,No,14,3,2,25,9,14
34,No,Travel_Frequently,648,Human Resources,11,3,3,Male,Human Resources,2,Married,4490,4,No,11,3,4,10,9,1
35,No,Travel_Rarely,735,Research & Development,6,1,3,Male,Research Scientist,3,Married,3506,0,Yes,14,3,3,3,2,2
42,No,Travel_Rarely,603,Research & Development,7,4,2,Female,Research Scientist,2,Married,2372,6,Yes,16,3,3,1,0,0
43,No,Travel_Rarely,531,Sales,4,4,4,Female,Sales Executive,4,Single,10231,3,No,14,3,4,21,7,15
36,No,Travel_Rarely,429,Research & Development,2,4,3,Female,Manufacturing Director,2,Single,5410,9,Yes,11,3,3,16,14,5
44,Yes,Travel_Rarely,621,Research & Development,15,3,1,Female,Healthcare Representative,4,Married,7978,1,No,11,3,3,10,7,0
28,No,Travel_Frequently,193,Research & Development,2,3,4,Male,Laboratory Technician,4,Married,3867,1,Yes,12,3,3,2,2,2
51,No,Travel_Frequently,968,Research & Development,6,2,2,Female,Laboratory Technician,3,Single,2838,0,No,14,3,2,7,0,7
30,No,Non-Travel,879,Research & Development,9,2,3,Female,Manufacturing Director,3,Single,4695,7,Yes,18,3,3,8,4,1
29,Yes,Travel_Rarely,806,Research & Development,7,3,2,Female,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,3,7,7,7
28,No,Travel_Rarely,640,Research & Development,1,3,4,Male,Research Scientist,1,Single,2080,2,No,11,3,2,3,2,1
25,No,Travel_Rarely,266,Research & Development,1,3,4,Female,Research Scientist,2,Single,2096,1,No,18,3,2,2,2,2
32,No,Travel_Rarely,604,Sales,8,3,3,Male,Sales Executive,4,Married,6209,1,No,15,3,4,10,7,0
45,No,Travel_Frequently,364,Research & Development,25,3,2,Female,Manager,2,Single,18061,3,No,22,4,3,0,0,0
39,No,Travel_Rarely,412,Research & Development,13,4,3,Female,Manager,2,Divorced,17123,6,Yes,13,3,3,19,9,15
58,No,Travel_Rarely,848,Research & Development,23,4,1,Male,Research Scientist,3,Divorced,2372,1,No,12,3,3,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,7,2,4,Male,Laboratory Technician,3,Married,4883,1,No,18,3,3,10,4,1
39,Yes,Travel_Rarely,360,Research & Development,23,3,3,Male,Research Scientist,1,Single,3904,0,No,13,3,3,5,2,0
30,No,Travel_Rarely,1138,Research & Development,6,3,1,Female,Laboratory Technician,4,Married,4627,0,No,12,3,3,9,2,6
36,No,Travel_Rarely,325,Research & Development,10,4,4,Female,Healthcare Representative,3,Married,7094,3,No,12,3,3,7,7,1
46,No,Travel_Rarely,991,Human Resources,1,2,4,Female,Human Resources,1,Single,3423,6,No,12,3,4,7,6,5
28,No,Non-Travel,1476,Research & Development,1,3,3,Female,Laboratory Technician,4,Married,6674,0,No,11,3,3,9,8,7
50,No,Travel_Rarely,1322,Research & Development,28,3,4,Female,Research Director,1,Married,16880,4,Yes,11,3,3,3,2,1
40,Yes,Travel_Rarely,299,Sales,25,4,4,Male,Sales Executive,2,Single,9094,2,Yes,12,3,3,5,4,1
52,Yes,Travel_Rarely,1030,Sales,5,3,2,Male,Sales Executive,2,Single,8446,9,Yes,19,3,2,8,7,7
30,No,Travel_Rarely,634,Research & Development,17,4,2,Female,Manager,1,Married,11916,1,Yes,23,4,3,9,1,0
39,No,Travel_Rarely,524,Research & Development,18,2,1,Male,Manufacturing Director,3,Single,4534,0,No,11,3,3,8,7,1
31,No,Non-Travel,587,Sales,2,4,4,Female,Sales Executive,3,Divorced,9852,1,Yes,19,3,2,10,8,9
41,No,Non-Travel,256,Sales,10,2,3,Male,Sales Executive,2,Single,6151,1,No,13,3,3,19,2,11
31,Yes,Travel_Frequently,1060,Sales,1,3,4,Female,Sales Representative,2,Single,2302,1,Yes,11,3,4,3,2,2
44,Yes,Travel_Rarely,935,Research & Development,3,3,1,Male,Laboratory Technician,1,Married,2362,4,No,12,3,4,3,2,1
42,No,Non-Travel,495,Research & Development,2,1,3,Male,Manager,3,Married,17861,0,Yes,13,3,2,20,8,2
55,No,Travel_Rarely,282,Research & Development,2,2,4,Female,Manager,3,Married,19187,4,No,14,3,3,19,9,9
56,No,Travel_Rarely,206,Human Resources,8,4,4,Male,Manager,2,Single,19717,6,No,14,3,3,7,3,7
40,No,Non-Travel,458,Research & Development,16,2,3,Male,Research Scientist,3,Divorced,3544,9,No,16,3,3,4,2,0
34,No,Travel_Rarely,943,Research & Development,9,3,4,Male,Healthcare Representative,4,Divorced,8500,0,No,11,3,2,9,7,1
40,No,Travel_Rarely,523,Research & Development,2,3,3,Male,Research Scientist,4,Single,4661,1,No,13,3,3,9,8,8
41,No,Travel_Frequently,1018,Sales,1,3,3,Female,Sales Executive,1,Divorced,4103,0,No,17,3,3,9,3,1
35,No,Travel_Frequently,482,Research & Development,4,4,3,Male,Research Scientist,3,Single,4249,1,Yes,11,3,3,9,6,1
51,No,Travel_Rarely,770,Human Resources,5,3,3,Male,Manager,2,Divorced,14026,1,Yes,11,3,3,33,9,0
38,No,Travel_Rarely,1009,Sales,2,2,2,Female,Sales Executive,1,Divorced,6893,3,No,15,3,3,7,7,1
34,No,Travel_Rarely,507,Sales,15,2,3,Female,Sales Executive,1,Single,6125,1,No,12,3,4,10,8,9
25,No,Travel_Rarely,882,Research & Development,19,1,4,Male,Laboratory Technician,4,Married,3669,3,No,11,3,2,3,2,1
58,Yes,Travel_Rarely,601,Research & Development,7,4,3,Female,Manufacturing Director,1,Married,10008,7,Yes,14,3,2,10,9,5
40,No,Travel_Rarely,329,Research & Development,1,4,2,Male,Laboratory Technician,2,Married,2387,3,No,22,4,3,4,2,0
36,No,Travel_Frequently,607,Sales,7,3,1,Female,Sales Executive,1,Married,4639,2,No,16,3,2,15,7,6
48,No,Travel_Rarely,855,Research & Development,4,3,4,Male,Manufacturing Director,4,Single,7898,1,No,11,3,3,10,9,0
27,No,Travel_Rarely,1291,Sales,11,3,3,Female,Sales Representative,4,Married,2534,8,No,14,3,3,1,0,0
51,No,Travel_Rarely,1405,Research & Development,11,2,4,Female,Manufacturing Director,2,Single,13142,3,No,16,3,2,5,2,0
18,No,Non-Travel,1124,Research & Development,1,3,4,Female,Laboratory Technician,4,Single,1611,1,No,15,3,4,0,0,0
35,No,Travel_Rarely,817,Research & Development,1,3,4,Female,Laboratory Technician,4,Married,5363,0,No,12,3,3,9,7,0
27,No,Travel_Frequently,793,Sales,2,1,4,Male,Sales Executive,4,Single,5071,3,No,20,4,3,6,2,0
55,Yes,Travel_Rarely,267,Sales,13,4,1,Male,Sales Executive,3,Single,13695,6,Yes,17,3,2,19,7,3
56,No,Travel_Rarely,1369,Research & Development,23,3,4,Male,Manufacturing Director,2,Married,13402,4,Yes,12,3,3,19,16,15
34,No,Non-Travel,999,Research & Development,26,1,1,Female,Research Scientist,3,Divorced,2029,1,No,20,4,3,5,4,0
40,No,Travel_Rarely,1202,Research & Development,2,1,2,Female,Healthcare Representative,3,Divorced,6377,5,No,20,4,3,12,11,11
34,No,Travel_Rarely,285,Research & Development,29,3,2,Male,Laboratory Technician,3,Married,5429,4,No,13,3,3,8,7,7
31,Yes,Travel_Frequently,703,Sales,2,3,3,Female,Sales Representative,4,Single,2785,7,No,14,3,4,1,0,0
35,Yes,Travel_Frequently,662,Sales,18,4,4,Female,Sales Executive,3,Married,4614,0,Yes,18,3,2,4,2,3
38,No,Travel_Frequently,693,Research & Development,7,3,4,Male,Research Scientist,3,Divorced,2610,1,No,11,3,3,4,2,0
34,No,Travel_Rarely,404,Research & Development,2,4,3,Female,Healthcare Representative,4,Single,6687,1,No,11,3,4,14,11,4
28,No,Travel_Rarely,736,Sales,26,3,3,Male,Sales Executive,1,Married,4724,1,No,11,3,3,5,3,0
31,Yes,Travel_Rarely,330,Research & Development,22,4,4,Male,Manufacturing Director,3,Married,6179,1,Yes,15,3,2,10,2,6
39,No,Travel_Rarely,1498,Sales,21,4,1,Male,Sales Executive,4,Married,6120,3,Yes,12,3,4,5,4,1
51,No,Travel_Frequently,541,Sales,2,3,2,Male,Sales Executive,2,Married,10596,2,No,11,3,3,4,2,3
41,No,Travel_Frequently,1200,Research & Development,22,3,4,Female,Research Scientist,4,Divorced,5467,3,Yes,14,3,2,6,2,3
37,No,Travel_Rarely,1439,Research & Development,4,1,3,Male,Research Scientist,3,Married,2996,7,Yes,15,3,3,6,4,1
33,No,Travel_Frequently,1111,Sales,5,1,2,Male,Sales Executive,4,Married,9998,6,No,13,3,4,5,4,1
32,No,Travel_Rarely,499,Sales,2,1,3,Male,Sales Executive,2,Married,4078,0,Yes,13,3,2,3,2,1
39,No,Non-Travel,1485,Research & Development,25,2,3,Male,Healthcare Representative,3,Married,10920,3,No,21,4,3,6,4,0
25,No,Travel_Rarely,1372,Sales,18,1,1,Male,Sales Executive,3,Married,6232,2,No,11,3,2,3,2,1
52,No,Travel_Frequently,322,Research & Development,28,2,4,Female,Manufacturing Director,3,Married,13247,2,Yes,11,3,2,5,3,0
43,No,Travel_Rarely,930,Research & Development,6,3,1,Female,Research Scientist,3,Single,4081,1,Yes,14,3,1,20,7,1
27,No,Travel_Rarely,205,Sales,10,3,4,Female,Sales Executive,4,Married,5769,1,Yes,11,3,3,6,2,4
27,Yes,Travel_Rarely,135,Research & Development,17,4,4,Female,Research Scientist,3,Single,2394,1,Yes,13,3,3,8,2,7
26,No,Travel_Rarely,683,Research & Development,2,1,1,Male,Research Scientist,4,Single,3904,0,No,12,3,3,4,3,1
42,No,Travel_Rarely,1147,Human Resources,10,3,3,Female,Manager,1,Married,16799,0,No,14,3,3,20,7,0
52,No,Travel_Rarely,258,Research & Development,8,4,3,Female,Laboratory Technician,1,Married,2950,9,No,13,3,1,5,4,0
37,No,Travel_Rarely,1462,Research & Development,11,3,1,Female,Laboratory Technician,3,Single,3629,4,No,18,3,3,3,2,0
35,No,Travel_Frequently,200,Research & Development,18,2,3,Male,Manufacturing Director,4,Single,9362,2,No,11,3,3,2,2,2
25,No,Travel_Rarely,949,Research & Development,1,3,1,Male,Laboratory Technician,4,Married,3229,4,No,11,3,2,3,2,0
26,No,Travel_Rarely,652,Research & Development,7,3,3,Male,Laboratory Technician,1,Single,3578,0,No,12,3,3,7,7,0
29,No,Travel_Rarely,332,Human Resources,17,3,2,Male,Human Resources,1,Single,7988,1,No,13,3,2,10,9,0
49,Yes,Travel_Frequently,1475,Research & Development,28,2,1,Male,Laboratory Technician,1,Single,4284,3,No,20,4,3,4,3,1
29,Yes,Travel_Frequently,337,Research & Development,14,1,3,Female,Healthcare Representative,4,Single,7553,0,Yes,12,3,3,8,7,7
54,No,Travel_Rarely,971,Research & Development,1,3,4,Female,Research Director,4,Single,17328,6,No,19,3,2,20,7,12
58,No,Travel_Rarely,1055,Research & Development,1,3,4,Female,Research Director,1,Married,19701,3,Yes,21,4,3,9,8,1
55,No,Travel_Rarely,1136,Research & Development,1,4,2,Male,Research Director,4,Divorced,14732,2,No,13,3,4,7,7,0
36,No,Travel_Rarely,1174,Sales,3,4,1,Female,Sales Executive,2,Single,9278,3,Yes,16,3,3,5,4,0
31,Yes,Travel_Frequently,667,Sales,1,4,2,Female,Sales Representative,3,Single,1359,1,No,12,3,3,1,0,0
30,No,Travel_Rarely,855,Sales,7,4,4,Female,Sales Executive,1,Divorced,4779,7,No,14,3,3,3,2,0
31,No,Travel_Rarely,182,Research & Development,8,5,1,Female,Research Director,2,Single,16422,3,No,11,3,4,3,2,1
34,No,Travel_Frequently,560,Research & Development,1,4,4,Male,Research Scientist,1,Divorced,2996,5,No,14,3,3,4,3,1
31,Yes,Travel_Rarely,202,Research & Development,8,3,1,Female,Research Scientist,2,Single,1261,1,No,12,3,4,1,0,0
27,No,Travel_Rarely,1377,Research & Development,11,1,2,Male,Laboratory Technician,1,Married,2099,0,No,14,3,4,5,0,1
36,No,Travel_Rarely,172,Research & Development,4,4,1,Male,Laboratory Technician,4,Single,5810,1,No,16,3,2,10,4,1
36,No,Travel_Rarely,329,Sales,16,4,3,Female,Sales Executive,1,Married,5647,4,No,13,3,2,3,2,0
47,No,Travel_Rarely,465,Research & Development,1,3,1,Male,Research Scientist,4,Married,3420,7,No,12,3,2,6,5,1
25,Yes,Travel_Rarely,383,Sales,9,2,1,Male,Sales Representative,1,Married,4400,3,No,12,3,3,3,2,2
37,No,Non-Travel,1413,Research & Development,5,2,3,Male,Laboratory Technician,3,Single,3500,0,No,14,3,1,6,5,1
56,No,Travel_Rarely,1255,Research & Development,1,2,1,Female,Research Scientist,1,Married,2066,2,No,22,4,4,3,2,1
47,No,Travel_Rarely,359,Research & Development,2,4,1,Female,Research Director,3,Married,17169,3,No,19,3,4,20,17,5
24,No,Travel_Rarely,1476,Sales,4,1,4,Female,Sales Executive,3,Married,4162,1,Yes,12,3,3,5,4,0
32,No,Travel_Rarely,601,Sales,7,5,4,Male,Sales Executive,4,Married,9204,4,No,12,3,2,4,3,0
34,No,Travel_Rarely,401,Research & Development,1,3,4,Female,Laboratory Technician,2,Married,3294,5,No,17,3,2,5,4,0
41,No,Travel_Rarely,1283,Research & Development,5,5,2,Male,Research Scientist,3,Married,2127,2,Yes,12,3,2,4,2,0
40,No,Non-Travel,663,Research & Development,9,4,3,Male,Laboratory Technician,3,Divorced,3975,3,No,11,3,4,8,7,0
31,No,Travel_Rarely,326,Sales,8,2,1,Male,Sales Executive,4,Divorced,10793,1,No,18,3,3,13,7,9
46,Yes,Travel_Rarely,377,Sales,9,3,1,Male,Sales Executive,4,Divorced,10096,4,No,11,3,4,7,7,4
39,Yes,Non-Travel,592,Research & Development,2,3,1,Female,Laboratory Technician,1,Single,3646,2,Yes,23,4,4,1,0,0
31,Yes,Travel_Frequently,1445,Research & Development,1,5,3,Female,Manufacturing Director,2,Single,7446,1,No,11,3,3,10,8,4
45,No,Travel_Rarely,1038,Research & Development,20,3,2,Male,Healthcare Representative,1,Divorced,10851,2,Yes,18,3,3,7,7,0
31,No,Travel_Rarely,1398,Human Resources,8,2,4,Female,Human Resources,2,Single,2109,9,No,18,3,3,3,2,0
31,Yes,Travel_Frequently,523,Research & Development,2,3,2,Male,Laboratory Technician,4,Married,3722,6,Yes,13,3,1,2,2,2
45,No,Travel_Rarely,1448,Research & Development,29,3,2,Male,Manufacturing Director,4,Married,9380,4,Yes,18,3,4,3,1,1
48,No,Travel_Rarely,1221,Sales,7,3,3,Male,Sales Executive,1,Divorced,5486,4,No,11,3,3,2,2,2
34,Yes,Travel_Rarely,1107,Human Resources,9,4,1,Female,Human Resources,3,Married,2742,1,No,15,3,3,2,2,2
40,No,Non-Travel,218,Research & Development,8,1,4,Male,Research Director,2,Divorced,13757,2,No,11,3,3,9,8,4
28,No,Travel_Rarely,866,Sales,5,3,4,Male,Sales Executive,1,Single,8463,0,No,18,3,3,5,4,1
44,No,Non-Travel,981,Research & Development,5,3,3,Male,Laboratory Technician,3,Single,3162,3,No,14,3,3,5,2,0
53,No,Travel_Rarely,447,Research & Development,2,3,4,Male,Research Director,2,Single,16598,4,No,12,3,2,9,8,8
49,No,Travel_Rarely,1495,Research & Development,5,4,1,Male,Healthcare Representative,3,Married,6651,2,No,14,3,2,3,2,1
40,No,Travel_Rarely,896,Research & Development,2,3,3,Male,Research Scientist,3,Divorced,2345,2,No,14,3,4,3,1,1
44,No,Travel_Rarely,1467,Research & Development,20,3,4,Male,Research Scientist,2,Single,3420,1,No,13,3,2,5,2,1
33,No,Travel_Frequently,430,Sales,7,3,4,Male,Sales Executive,1,Married,4373,0,No,14,3,3,4,3,0
34,No,Travel_Rarely,1326,Sales,3,3,4,Male,Sales Executive,1,Single,4759,3,No,18,3,3,13,9,3
30,No,Travel_Rarely,1358,Sales,16,1,4,Male,Sales Executive,3,Married,5301,8,No,15,3,2,2,1,2
42,No,Travel_Frequently,748,Research & Development,9,2,1,Female,Laboratory Technician,4,Single,3673,1,No,13,3,3,12,9,5
44,No,Travel_Frequently,383,Sales,1,5,1,Female,Sales Executive,3,Married,4768,7,No,12,3,2,1,0,0
30,No,Non-Travel,990,Research & Development,7,3,3,Male,Research Scientist,3,Divorced,1274,1,No,13,3,2,1,0,0
57,No,Travel_Rarely,405,Research & Development,1,2,2,Male,Research Scientist,3,Married,4900,0,No,24,4,2,12,9,2
49,No,Travel_Rarely,1490,Research & Development,7,4,3,Male,Healthcare Representative,2,Divorced,10466,3,No,14,3,3,8,7,0
34,No,Travel_Frequently,829,Research & Development,15,3,2,Male,Research Director,1,Divorced,17007,7,No,14,3,2,14,8,6
28,Yes,Travel_Frequently,1496,Sales,1,3,1,Male,Sales Representative,3,Married,2909,3,No,15,3,4,3,2,1
29,Yes,Travel_Frequently,115,Sales,13,3,1,Female,Sales Executive,2,Single,5765,5,No,11,3,1,5,3,0
34,Yes,Travel_Rarely,790,Sales,24,4,1,Female,Sales Executive,2,Single,4599,0,Yes,23,4,4,15,9,10
35,No,Travel_Rarely,660,Sales,7,1,4,Male,Sales Representative,3,Married,2404,1,No,13,3,3,1,0,0
24,Yes,Travel_Frequently,381,Research & Development,9,3,2,Male,Laboratory Technician,1,Single,3172,2,Yes,11,3,2,0,0,0
24,No,Non-Travel,830,Sales,13,2,4,Female,Sales Representative,2,Married,2033,1,No,13,3,3,1,0,0
44,No,Travel_Frequently,1193,Research & Development,2,1,2,Male,Manufacturing Director,3,Single,10209,5,Yes,18,3,2,2,2,2
29,No,Travel_Rarely,1246,Sales,19,3,3,Male,Sales Executive,3,Divorced,8620,1,No,14,3,3,10,7,0
30,No,Travel_Rarely,330,Human Resources,1,3,3,Male,Human Resources,3,Divorced,2064,0,No,21,4,4,5,3,1
55,No,Travel_Rarely,1229,Research & Development,4,4,4,Male,Healthcare Representative,3,Married,4035,0,Yes,16,3,3,3,2,1
33,No,Travel_Rarely,1099,Research & Development,4,4,1,Female,Laboratory Technician,2,Married,3838,8,No,11,3,3,5,4,0
47,No,Travel_Rarely,571,Sales,14,3,3,Female,Sales Executive,3,Married,4591,3,Yes,17,3,2,5,4,1
28,Yes,Travel_Frequently,289,Research & Development,2,2,3,Male,Laboratory Technician,1,Single,2561,7,No,11,3,2,0,0,0
28,No,Travel_Rarely,1423,Research & Development,1,3,1,Male,Research Scientist,3,Divorced,1563,1,No,14,3,1,1,0,0
28,No,Travel_Frequently,467,Sales,7,3,3,Male,Sales Executive,1,Single,4898,0,No,14,3,3,4,2,1
49,No,Travel_Rarely,271,Research & Development,3,2,3,Female,Laboratory Technician,1,Married,4789,4,No,25,4,3,3,2,1
29,No,Travel_Frequently,410,Research & Development,2,1,4,Female,Laboratory Technician,2,Married,3180,0,No,13,3,3,3,2,0
28,No,Travel_Rarely,1083,Research & Development,29,1,3,Male,Manufacturing Director,2,Married,6549,1,No,14,3,2,8,6,1
33,No,Travel_Rarely,516,Research & Development,8,5,4,Male,Healthcare Representative,3,Single,6388,2,Yes,17,3,3,0,0,0
32,No,Travel_Rarely,495,Research & Development,10,3,3,Male,Manager,4,Single,11244,2,No,25,4,4,5,2,0
54,No,Travel_Frequently,1050,Research & Development,11,4,2,Female,Manager,4,Divorced,16032,3,No,20,4,3,14,9,1
29,Yes,Travel_Rarely,224,Research & Development,1,4,1,Male,Research Scientist,1,Single,2362,6,No,13,3,1,9,7,0
44,No,Travel_Rarely,136,Research & Development,28,3,4,Male,Research Director,1,Married,16328,3,No,13,3,4,20,6,14
39,No,Travel_Rarely,1089,Research & Development,6,3,2,Female,Manufacturing Director,2,Single,8376,4,No,18,3,3,2,0,2
46,No,Travel_Rarely,228,Sales,3,3,3,Female,Manager,2,Married,16606,8,No,12,3,4,13,12,5
35,No,Travel_Rarely,1029,Research & Development,16,3,4,Female,Healthcare Representative,2,Single,8606,1,No,19,3,1,11,8,3
23,No,Travel_Rarely,507,Research & Development,20,1,1,Male,Laboratory Technician,3,Single,2272,0,No,14,3,3,4,3,1
40,Yes,Travel_Rarely,676,Research & Development,9,4,4,Male,Laboratory Technician,1,Single,2018,3,No,14,3,1,5,4,1
34,No,Travel_Rarely,971,Sales,1,3,4,Male,Sales Executive,3,Married,7083,1,Yes,14,3,3,10,9,8
31,Yes,Travel_Frequently,561,Research & Development,3,3,4,Female,Research Scientist,3,Single,4084,1,No,12,3,1,7,2,7
50,No,Travel_Frequently,333,Research & Development,22,5,3,Male,Research Director,4,Single,14411,1,Yes,13,3,3,32,6,13
34,No,Travel_Rarely,1440,Sales,7,2,2,Male,Sales Representative,3,Married,2308,0,Yes,25,4,3,11,10,5
42,No,Travel_Rarely,1210,Research & Development,2,3,3,Male,Laboratory Technician,2,Married,4841,4,No,14,3,3,1,0,0
37,No,Travel_Rarely,674,Research & Development,13,3,1,Male,Research Scientist,4,Married,4285,1,No,17,3,3,10,8,3
29,No,Travel_Rarely,441,Research & Development,8,1,3,Female,Healthcare Representative,1,Married,9715,3,No,13,3,3,7,7,0
33,No,Travel_Rarely,575,Research & Development,25,3,4,Male,Manufacturing Director,2,Single,4320,1,No,13,3,3,5,3,0
45,No,Travel_Rarely,950,Research & Development,28,3,4,Male,Research Scientist,4,Married,2132,4,No,20,4,3,5,4,0
42,No,Travel_Frequently,288,Research & Development,2,3,4,Male,Healthcare Representative,4,Married,10124,2,Yes,14,3,1,20,8,13
40,No,Travel_Rarely,1342,Sales,9,2,1,Male,Sales Executive,1,Married,5473,0,No,12,3,4,8,4,7
33,No,Travel_Rarely,589,Research & Development,28,4,2,Male,Laboratory Technician,3,Married,5207,1,Yes,12,3,3,15,14,5
40,No,Travel_Rarely,898,Human Resources,6,2,3,Male,Manager,4,Single,16437,1,Yes,21,4,3,21,7,7
24,No,Travel_Rarely,350,Research & Development,21,2,3,Male,Laboratory Technician,1,Divorced,2296,0,No,14,3,3,1,1,0
40,No,Non-Travel,1142,Research & Development,8,2,4,Male,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,3,2,2,2
45,No,Travel_Rarely,538,Research & Development,1,4,1,Male,Healthcare Representative,2,Divorced,7441,1,No,12,3,3,10,8,7
35,No,Travel_Rarely,1402,Sales,28,4,2,Female,Sales Representative,3,Married,2430,0,No,23,4,3,5,3,4
32,No,Travel_Rarely,824,Research & Development,5,2,4,Female,Research Scientist,2,Married,5878,3,No,12,3,3,7,1,2
36,No,Travel_Rarely,1157,Sales,2,4,3,Male,Sales Representative,4,Single,2644,3,Yes,21,4,2,3,2,1
48,No,Travel_Rarely,492,Sales,16,4,3,Female,Sales Executive,3,Divorced,6439,8,No,14,3,3,8,7,7
29,No,Travel_Rarely,598,Research & Development,9,3,3,Male,Research Scientist,3,Married,2451,6,No,18,3,2,1,0,0
33,No,Travel_Rarely,1242,Sales,8,4,1,Male,Sales Executive,1,Married,6392,2,No,13,3,1,2,2,2
